Белок,Общие липиды (жиры),Углеводы,Энергия,Общие сахара,Пищевые волокна,"Натрий, Na"
12.0,2.52,2.43,337.0,,0.0,41.0
14.6,14.4,1.5,188.0,,0.2,267.0
14.0,9.6,0.0,612.0,,0.0,49.0
13.7,7.9,0.1,545.0,,0.0,49.0
11.3,3.8,3.7,97.0,,0.0,44.0
11.3,3.8,3.7,407.0,,0.0,44.0
15.2,5.2,0.0,112.0,,0.0,42.0
14.1,3.41,0.85,94.0,,0.0,43.0
13.4,14.6,1.1,184.0,,0.2,267.0
14.0,7.1,0.0,124.0,,0.0,42.0
13.7,14.2,1.4,188.0,,0.2,295.0
11.5,6.2,1.4,463.0,,0.0,49.0
11.5,6.2,1.4,111.0,,0.0,49.0
13.1,2.45,1.51,337.0,,0.0,39.0
2.4,0.8,14.7,310.0,,0.4,36.0
0.8,0.8,16.2,315.0,,0.4,16.0
6.67,6.67,80.1,1700.0,,6.7,33.0
10.5,7.05,74.1,402.0,,7.8,0.0
0.5,0.2,11.8,51.0,,0.8,9.0
0.3,0.1,13.6,238.0,,1.2,6.0
3.4,0.5,11.5,64.0,,2.5,6.0
3.9,0.8,10.3,64.0,,3.9,48.0
1.1,0.3,12.7,238.0,,1.3,0.0
1.0,0.1,11.7,52.0,,0.9,57.0
10.8,2.0,82.2,397.0,,2.3,269.0
1.0,0.2,23.5,418.0,,2.7,1.0
3.6,2.2,16.3,99.0,,0.1,282.0
6.7,2.4,86.9,396.0,,3.0,16.0
7.5,4.9,78.1,386.0,,0.5,7.0
0.82,2.24,76.6,330.0,,2.0,14.0
0.0,28.6,61.6,2110.0,,0.0,500.0
14.3,4.0,71.8,380.0,,2.3,286.0
0.31,0.14,12.2,194.0,,1.3,0.0
1.9,1.5,12.1,289.0,,1.1,14.0
2.0,0.6,9.26,211.0,,2.0,5.0
2.2,1.9,9.0,62.0,,1.4,18.0
1.3,0.1,7.7,34.0,,1.9,83.0
0.8,0.2,7.2,32.0,,1.7,49.0
0.8,0.1,6.0,109.0,,1.7,69.0
1.4,0.4,16.2,65.0,,2.1,52.0
1.4,0.4,14.1,57.0,,2.1,43.0
2.3,0.2,6.8,132.0,,1.5,31.0
1.2,0.1,5.8,24.0,,1.9,5.0
1.2,0.17,6.29,112.0,,2.2,7.0
1.4,0.4,8.2,36.0,,1.5,36.0
1.0,0.5,8.25,36.0,,1.5,0.0
3.27,0.43,8.36,211.0,,2.0,5.0
2.5,1.3,5.7,37.0,,1.8,49.0
0.81,0.2,5.73,24.0,,0.9,5.0
0.81,0.2,5.73,117.0,,0.9,5.0
1.1,0.1,13.2,57.0,,1.5,22.0
1.1,0.1,14.0,60.0,,1.5,18.0
0.0,0.0,0.0,0.0,,0.0,0.0
3.4,3.53,13.2,98.0,,0.3,41.0
3.05,3.08,13.0,92.0,,0.6,38.0
14.4,8.63,36.1,281.0,0.12,1.2,233.0
9.23,4.53,4.63,96.0,2.35,1.2,175.0
29.1,44.2,0.8,2160.0,,0.0,1420.0
1.8,35.0,2.0,326.0,2.0,0.2,905.0
13.8,23.3,29.2,383.0,3.04,1.6,1100.0
32.0,25.9,28.6,476.0,0.0,10.2,1770.0
32.0,25.9,28.6,476.0,,10.2,1770.0
33.9,35.1,1.7,468.0,0.0,0.0,1680.0
11.7,29.5,5.31,309.0,0.0,2.6,1460.0
39.4,36.2,2.01,494.0,2.45,0.0,1800.0
33.9,35.1,1.7,468.0,0.0,0.0,1680.0
12.0,7.76,27.5,229.0,3.61,3.4,528.0
10.9,7.54,29.6,231.0,3.69,1.7,536.0
11.7,29.5,5.31,309.0,,2.6,1460.0
37.4,35.8,1.9,484.0,1.57,0.0,1760.0
13.3,20.0,4.8,253.0,0.0,0.0,900.0
12.5,39.3,0.83,407.0,,0.0,470.0
13.3,20.0,4.8,1060.0,,0.0,900.0
29.5,25.9,4.24,1540.0,,0.0,2020.0
15.9,16.9,1.89,944.0,,,1070.0
10.6,1.32,52.4,264.0,8.43,1.6,422.0
12.3,15.1,66.4,451.0,6.02,4.1,233.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
9.51,1.4,51.9,255.0,12.0,4.1,398.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
9.54,2.68,50.8,261.0,11.7,4.4,389.0
9.51,1.4,51.9,255.0,12.0,4.1,398.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
10.2,1.53,48.9,250.0,6.12,4.1,439.0
9.51,1.4,51.9,255.0,12.0,4.1,398.0
9.55,1.25,48.4,243.0,8.43,1.7,380.0
9.83,1.21,55.1,268.0,14.1,1.9,382.0
9.8,1.7,55.2,274.0,,2.3,407.0
10.6,1.8,59.3,294.0,,2.5,370.0
10.6,2.1,53.0,278.0,,2.3,505.0
9.9,1.24,47.5,241.0,,6.2,359.0
10.7,1.2,53.3,255.0,,3.6,590.0
10.6,1.32,52.4,264.0,,1.6,422.0
11.1,1.43,57.4,287.0,,1.8,457.0
10.5,1.6,53.4,275.0,,2.3,534.0
10.5,1.6,53.4,275.0,,2.3,534.0
10.5,1.6,53.4,275.0,,2.3,534.0
10.2,1.53,48.9,250.0,,4.1,439.0
9.3,0.0,54.5,1070.0,,4.7,372.0
4.52,0.89,21.6,105.0,8.23,4.4,391.0
4.38,1.35,23.3,116.0,10.4,4.3,491.0
4.77,0.4,20.4,104.0,7.73,5.5,270.0
4.75,0.37,21.1,94.0,7.96,4.1,343.0
4.78,23.4,68.4,2100.0,,2.7,68.0
4.44,26.2,66.0,2160.0,,6.7,2.0
3.64,15.6,77.4,1780.0,,4.0,3.0
12.1,47.7,36.2,1980.0,,18.1,12.0
14.3,52.3,28.4,642.0,,16.6,24.0
6.6,29.0,37.8,433.0,12.8,2.7,311.0
3.6,0.2,6.16,32.0,,1.9,249.0
3.6,0.2,6.68,34.0,,1.9,13.0
5.3,0.69,3.29,30.0,,,11.0
0.84,0.18,4.32,79.0,,2.0,242.0
0.84,0.18,4.32,79.0,,2.0,6.0
1.0,0.17,3.7,17.0,,2.8,5.0
1.72,0.4,3.22,79.0,,1.4,7.0
1.68,2.94,3.13,41.0,1.84,1.4,15.0
1.53,0.22,1.52,46.0,,1.0,240.0
1.53,0.22,1.92,12.0,,1.0,4.0
2.6,0.3,5.2,115.0,,2.2,4.0
2.3,33.6,58.4,519.0,35.3,7.7,6.0
0.26,0.13,18.0,74.0,15.5,0.6,2.0
2.57,4.26,28.0,160.0,19.7,0.7,128.0
2.44,6.89,32.6,199.0,24.2,1.0,98.0
0.82,3.21,32.4,161.0,24.7,1.8,3.0
0.74,0.28,22.7,97.0,15.8,1.7,0.0
3.89,1.81,88.3,346.0,,9.9,3.0
0.73,0.22,20.1,357.0,,1.7,
1.09,0.33,22.8,89.0,,2.6,1.0
0.74,0.29,23.0,97.0,,1.7,0.0
6.89,11.1,6.96,155.0,,1.0,517.0
11.2,7.58,39.8,273.0,5.86,1.2,354.0
6.73,2.94,54.3,268.0,22.3,3.4,268.0
3.69,0.47,79.6,1040.0,,44.5,10.0
17.1,8.53,23.6,241.0,8.86,1.8,554.0
16.5,8.5,24.9,245.0,9.07,0.8,562.0
28.0,15.2,0.0,252.0,0.0,0.0,411.0
19.8,10.8,12.2,228.0,9.97,0.3,596.0
19.0,4.64,12.2,167.0,9.97,0.3,550.0
16.6,4.42,23.6,200.0,8.86,1.8,523.0
15.9,4.4,24.9,204.0,9.07,0.8,531.0
15.8,8.9,6.4,173.0,,0.0,1330.0
18.1,11.2,12.2,226.0,9.97,0.3,601.0
15.6,8.86,23.6,240.0,8.86,1.8,559.0
15.0,8.83,24.9,243.0,9.07,0.8,567.0
24.8,15.9,0.0,249.0,0.0,0.0,422.0
17.6,11.3,12.2,226.0,9.97,0.3,603.0
13.7,6.47,26.5,223.0,9.05,0.9,466.0
15.3,8.12,24.9,238.0,9.07,0.8,561.0
0.82,0.63,40.8,172.0,33.2,0.9,1030.0
5.41,11.3,40.5,283.0,37.0,0.4,71.0
2.2,2.74,27.2,139.0,0.28,3.7,199.0
10.5,1.6,74.5,345.0,,10.1,4.0
10.3,1.84,78.3,361.0,,7.1,11.0
2.81,0.96,7.94,52.0,1.22,0.9,297.0
12.5,2.3,73.5,354.0,,17.3,12.0
2.26,0.44,28.2,515.0,,3.8,3.0
9.91,1.16,77.7,352.0,,15.6,9.0
4.8,9.9,43.8,281.0,29.8,0.9,81.0
3.15,0.64,2.65,94.0,,1.6,4.0
3.15,0.64,2.65,23.0,0.3,1.6,4.0
4.19,1.03,13.7,81.0,3.17,4.0,187.0
7.67,1.99,8.29,82.0,0.63,2.0,366.0
5.8,21.4,49.9,414.0,20.4,3.0,186.0
14.6,21.6,53.1,448.0,1.08,9.7,410.0
5.44,3.7,15.9,119.0,0.99,4.9,443.0
6.22,0.47,50.0,226.0,33.9,5.3,124.0
3.53,5.0,13.0,109.0,3.48,3.5,266.0
5.08,0.77,9.72,65.0,0.74,2.4,248.0
3.08,2.32,8.89,68.0,1.57,3.1,354.0
9.8,6.93,6.08,116.0,2.83,3.3,126.0
3.04,0.18,5.94,30.0,4.13,1.8,6.0
3.08,2.32,8.89,68.0,1.57,3.1,354.0
6.52,4.49,24.2,162.0,0.28,4.2,214.0
6.74,5.22,17.3,138.0,6.17,3.3,438.0
6.29,6.99,24.4,185.0,0.2,3.6,299.0
7.49,4.24,23.5,162.0,0.25,4.4,263.0
4.7,3.46,21.9,137.0,0.81,3.8,309.0
6.05,5.58,17.8,142.0,1.32,6.1,351.0
6.37,0.51,18.8,101.0,1.39,6.4,370.0
6.5,4.21,25.2,164.0,0.21,3.7,231.0
10.7,6.88,20.6,184.0,0.38,7.1,275.0
7.52,0.1,24.8,128.0,,7.3,244.0
3.8,0.03,55.0,237.0,,,218.0
7.52,0.1,24.8,128.0,,7.3,8.0
19.9,0.53,62.9,329.0,,12.7,5.0
4.8,0.4,20.5,105.0,,5.5,1.0
4.75,0.37,21.1,393.0,,4.1,343.0
6.38,3.45,16.9,121.0,,,475.0
6.75,6.57,15.4,142.0,,6.9,430.0
5.19,1.55,20.0,443.0,,5.5,414.0
4.52,0.89,21.6,105.0,,4.4,391.0
5.15,0.93,18.7,394.0,,4.0,437.0
5.54,5.15,21.6,649.0,,5.5,422.0
6.03,0.29,16.6,91.0,,6.9,384.0
8.18,0.35,24.4,130.0,,8.3,239.0
8.18,0.35,24.4,130.0,,8.3,3.0
21.2,0.9,63.2,1420.0,,15.5,9.0
6.91,1.27,19.8,,,,218.0
6.03,0.29,16.6,91.0,,6.9,138.0
8.86,0.54,23.7,132.0,,8.7,237.0
8.86,0.54,23.7,132.0,,8.7,1.0
21.6,1.42,62.4,1420.0,,15.5,5.0
7.41,1.17,18.8,,,,164.0
21.6,2.2,59.8,,,,0.0
5.0,1.0,16.9,97.0,,4.2,725.0
5.54,0.28,15.1,83.0,,6.3,332.0
9.34,0.46,24.5,136.0,,8.6,237.0
9.34,0.46,24.5,136.0,,8.6,1.0
23.0,1.23,60.0,335.0,,24.7,6.0
24.4,1.45,,,,4.2,
25.6,1.12,,,,4.1,
25.2,1.44,,,,4.5,
24.4,1.23,,,,4.3,
25.9,1.31,,,,4.3,
23.3,0.86,,,,4.0,
24.7,1.24,,,,4.3,
25.0,1.03,,,,4.5,
24.6,1.28,,,,4.3,
25.5,1.04,,,,4.3,
24.1,1.51,,,,4.3,
23.4,1.2,,,,4.1,
23.7,1.24,,,,4.1,
21.3,1.16,,,,4.0,
23.5,1.28,,,,4.1,
24.5,1.32,,,,4.3,
26.8,1.14,,,,4.4,
7.92,0.73,17.6,368.0,,7.5,25.0
7.05,0.76,24.0,129.0,,9.4,242.0
7.05,0.76,24.0,129.0,,9.4,6.0
18.8,2.02,64.1,343.0,,25.2,18.0
7.66,6.83,24.1,185.0,1.31,8.0,311.0
7.96,0.81,25.0,136.0,1.36,8.3,323.0
8.34,7.08,23.8,189.0,0.31,8.3,217.0
8.92,0.62,25.4,139.0,0.33,8.9,232.0
8.77,9.32,22.6,206.0,0.31,5.7,354.0
7.03,1.27,19.3,,,,223.0
7.37,0.39,21.0,479.0,,4.9,370.0
7.37,0.39,21.0,479.0,,4.9,177.0
8.33,0.45,21.1,118.0,,7.0,238.0
8.33,0.45,21.1,118.0,,7.0,2.0
21.9,1.14,62.4,1420.0,,20.2,14.0
5.22,0.6,14.5,353.0,,4.3,296.0
8.67,0.5,22.8,532.0,,6.4,238.0
8.67,0.5,22.8,127.0,,6.4,1.0
23.6,0.83,60.0,333.0,,24.9,24.0
9.13,0.09,22.4,124.0,,9.3,240.0
9.13,0.09,22.4,124.0,,9.3,4.0
24.4,0.25,59.8,330.0,,24.9,11.0
7.8,1.26,21.0,,,,172.0
7.31,1.3,21.4,,,,158.0
4.83,0.58,4.72,33.0,,,243.0
4.83,0.58,4.72,33.0,,,7.0
4.2,0.5,4.1,29.0,,,6.0
7.98,1.05,21.5,519.0,,5.5,231.0
8.12,0.93,20.8,121.0,,6.0,208.0
5.22,0.36,14.8,81.0,,5.3,117.0
5.22,0.36,14.8,341.0,,4.3,256.0
8.67,0.5,22.8,532.0,,7.4,238.0
8.67,0.5,22.8,127.0,,7.4,2.0
22.5,1.06,61.3,1410.0,,15.2,12.0
9.49,0.17,21.8,123.0,,9.3,241.0
9.49,0.17,21.8,123.0,,9.3,5.0
25.3,0.45,58.3,329.0,,24.9,13.0
1.8,3.2,2.8,47.0,,0.1,2.0
1.4,0.06,2.14,12.0,,0.8,42.0
6.57,1.4,20.0,,,,190.0
7.53,0.43,20.4,113.0,,5.1,336.0
8.23,0.62,26.0,585.0,,10.5,237.0
8.23,0.62,26.0,140.0,,10.5,0.0
22.3,1.5,60.8,1410.0,,15.3,5.0
7.07,0.81,15.0,325.0,,,250.0
7.07,0.81,15.0,78.0,,,14.0
6.15,0.7,13.0,67.0,,,13.0
8.34,7.08,23.8,189.0,0.31,8.3,217.0
9.06,0.49,27.9,149.0,,5.3,238.0
9.06,0.49,27.9,149.0,,5.3,2.0
21.0,1.13,64.2,1440.0,,12.7,8.0
6.99,0.9,20.2,114.0,,5.5,239.0
6.69,1.27,19.6,,,,202.0
9.31,0.48,30.9,678.0,,5.4,319.0
9.31,0.48,30.9,678.0,,5.4,83.0
9.8,0.5,32.5,170.0,,5.7,92.0
7.04,0.97,20.8,490.0,,,212.0
4.6,0.56,15.2,82.0,,4.6,268.0
4.6,0.56,15.2,345.0,,4.6,146.0
9.01,0.65,26.2,600.0,,9.0,238.0
9.01,0.65,26.2,600.0,,9.0,1.0
21.4,1.23,62.6,1450.0,,15.5,12.0
1.86,0.32,3.5,20.0,,,287.0
1.86,0.32,4.1,22.0,,,51.0
5.25,0.9,11.6,62.0,,,153.0
1.76,0.19,6.19,126.0,,3.4,334.0
8.97,0.64,25.8,142.0,,10.4,238.0
8.97,0.64,25.8,142.0,,10.4,2.0
21.1,1.18,62.2,336.0,,24.9,12.0
0.83,0.2,3.49,16.0,,1.5,373.0
1.12,0.46,4.32,22.0,,1.9,2.0
0.8,0.1,3.5,64.0,,1.5,14.0
1.04,0.39,4.11,86.0,,,282.0
1.05,0.41,4.19,88.0,,1.9,268.0
0.72,0.17,3.27,62.0,,1.5,192.0
1.89,0.28,7.88,35.0,,3.2,239.0
1.89,0.28,7.88,35.0,,3.2,1.0
1.98,0.41,6.98,139.0,,3.4,3.0
1.79,0.21,7.54,33.0,,2.6,3.0
1.49,0.17,6.45,28.0,,3.0,1.0
1.49,0.17,6.45,28.0,,3.0,245.0
2.31,0.5,6.41,33.0,,3.4,3.0
1.97,0.275,7.41,,,3.01,0.0
1.83,0.22,6.97,131.0,,2.7,6.0
1.15,0.1,4.5,84.0,,1.3,2.0
0.8,0.1,3.5,63.0,,1.5,14.0
1.15,0.1,4.5,84.0,,1.3,251.0
0.8,0.1,3.5,15.0,,1.5,259.0
1.89,0.28,7.88,35.0,,3.3,239.0
1.89,0.28,7.88,147.0,,3.3,3.0
1.8,0.21,7.58,33.0,,2.8,3.0
1.49,0.17,6.45,28.0,,3.0,245.0
1.49,0.17,6.45,117.0,,3.0,9.0
1.82,0.12,7.13,129.0,,3.4,6.0
7.26,0.29,21.2,114.0,,4.8,340.0
9.73,0.35,25.1,581.0,,6.3,242.0
9.73,0.35,25.1,139.0,,6.3,6.0
23.4,0.85,60.3,1390.0,,15.2,16.0
9.16,1.08,25.3,144.0,,10.4,241.0
9.16,1.08,25.3,144.0,,10.4,5.0
22.0,2.6,60.7,345.0,,25.1,12.0
32.2,13.3,0.0,257.0,0.0,0.0,378.0
20.1,8.3,0.0,649.0,,,
25.6,3.1,0.0,130.0,,,
34.6,6.9,0.0,210.0,0.0,0.0,366.0
10.4,10.6,5.09,160.0,1.23,1.3,440.0
9.12,5.41,12.3,137.0,1.56,0.5,394.0
7.86,5.33,15.0,140.0,1.56,0.6,293.0
7.7,5.07,15.4,139.0,0.32,0.7,304.0
7.54,5.14,15.0,136.0,0.8,0.8,310.0
13.2,10.0,7.54,173.0,0.86,0.6,273.0
8.74,3.93,10.7,115.0,2.02,0.4,274.0
11.4,8.41,16.2,189.0,0.26,0.8,377.0
8.15,5.6,11.1,126.0,0.48,0.9,316.0
7.73,3.83,8.66,101.0,1.28,0.7,331.0
7.92,4.93,14.5,133.0,0.65,1.3,305.0
8.07,5.37,14.6,142.0,0.16,0.4,298.0
6.7,5.24,15.9,139.0,1.33,0.2,303.0
6.28,5.12,16.0,137.0,0.12,0.2,315.0
6.25,5.18,15.5,135.0,0.59,0.4,313.0
13.6,10.3,7.96,178.0,0.88,0.5,275.0
6.39,5.15,15.9,136.0,1.11,0.7,308.0
7.27,5.0,17.2,146.0,0.03,0.2,312.0
8.11,7.34,6.47,122.0,0.91,0.9,312.0
10.0,7.09,5.16,121.0,0.99,1.1,324.0
12.1,9.15,4.3,146.0,1.65,0.9,245.0
8.06,7.34,4.5,115.0,1.0,1.0,310.0
11.4,6.73,3.0,116.0,1.27,1.4,316.0
11.7,8.81,4.65,144.0,1.5,1.2,249.0
4.33,1.48,14.1,84.0,5.6,1.8,676.0
26.4,16.5,0.0,261.0,0.0,0.0,71.0
1.97,0.09,1.2,13.0,0.54,0.0,198.0
18.5,6.0,4.2,148.0,1.45,0.7,369.0
10.8,4.89,11.2,129.0,1.55,1.5,328.0
10.8,2.61,3.85,82.0,1.76,0.8,253.0
28.7,9.16,0.0,850.0,,0.0,53.0
7.56,6.53,6.46,112.0,2.6,1.4,359.0
5.61,4.03,15.1,119.0,1.58,1.0,313.0
6.82,8.4,10.9,146.0,1.35,1.2,268.0
13.8,8.08,4.78,147.0,3.05,0.3,321.0
13.7,3.79,2.93,104.0,1.07,0.4,220.0
12.5,5.11,11.0,142.0,0.83,0.7,163.0
33.2,25.6,11.0,410.0,9.0,1.8,1780.0
5.89,1.96,18.0,113.0,,1.4,178.0
1.95,1.25,3.63,34.0,1.04,0.3,333.0
7.17,2.38,4.6,70.0,0.57,0.4,325.0
7.25,11.4,22.0,220.0,,0.8,365.0
20.6,9.07,6.51,194.0,1.23,0.7,349.0
17.9,19.3,2.82,260.0,2.1,0.4,335.0
13.3,28.7,3.37,341.0,1.0,0.0,866.0
13.8,29.0,3.4,344.0,1.13,0.0,946.0
20.9,20.3,0.15,267.0,0.0,0.0,698.0
19.9,11.1,13.2,233.0,0.75,0.0,415.0
14.8,4.89,4.99,121.0,2.33,0.9,209.0
20.9,24.1,3.89,321.0,1.55,0.7,999.0
6.78,2.42,8.48,83.0,0.84,1.2,215.0
6.64,2.37,8.5,82.0,1.01,1.3,217.0
6.23,2.22,8.6,79.0,1.22,1.4,201.0
5.24,3.98,8.25,90.0,1.58,1.2,304.0
14.6,14.8,6.53,220.0,0.93,1.0,572.0
12.5,3.6,6.48,110.0,1.1,0.9,356.0
15.1,14.1,6.71,215.0,2.78,2.2,572.0
4.41,5.53,7.85,99.0,,0.9,388.0
16.5,17.5,1.84,234.0,0.82,0.5,445.0
14.8,4.4,3.35,115.0,1.13,0.5,436.0
9.93,9.61,6.02,150.0,1.36,0.7,454.0
7.67,6.99,8.86,129.0,1.01,0.7,313.0
13.0,11.3,6.33,181.0,4.06,0.9,472.0
3.18,1.16,6.16,48.0,1.25,1.2,326.0
7.91,2.23,4.57,69.0,1.75,1.2,336.0
19.2,27.4,10.2,368.0,0.12,0.4,182.0
22.5,9.31,2.75,185.0,1.38,0.0,340.0
21.6,7.05,1.58,156.0,0.09,0.0,360.0
22.0,7.54,1.83,163.0,0.56,0.1,355.0
15.9,12.4,3.35,187.0,1.05,0.5,333.0
6.92,4.37,12.2,118.0,1.23,0.6,278.0
9.29,12.8,14.1,210.0,8.24,0.6,347.0
21.7,6.36,1.58,149.0,1.06,0.4,363.0
10.6,6.95,4.69,125.0,2.81,0.8,292.0
7.85,7.16,6.97,121.0,1.51,1.0,318.0
7.67,7.18,5.96,115.0,2.23,1.4,301.0
7.8,7.16,5.24,115.0,1.59,1.1,307.0
8.24,6.99,4.48,110.0,2.51,1.7,300.0
11.3,51.4,0.39,509.0,,0.0,36.0
17.7,18.1,0.0,1000.0,,0.0,62.0
20.5,7.63,0.01,151.0,,0.0,62.0
20.8,6.11,0.0,138.0,,0.0,63.0
19.9,13.2,0.11,831.0,,0.0,60.0
21.8,4.87,0.0,548.0,,0.0,66.0
21.8,4.45,0.01,532.0,,0.0,59.0
21.9,3.87,0.0,122.0,,0.0,60.0
19.8,15.2,0.11,217.0,,0.0,60.0
21.5,8.2,0.0,668.0,,0.0,65.0
21.1,6.16,0.01,586.0,,0.0,70.0
21.4,4.93,0.0,130.0,,0.0,71.0
22.2,4.4,0.0,129.0,,0.0,59.0
22.4,4.43,0.0,542.0,,0.0,60.0
9.58,57.7,1.06,2350.0,,0.0,34.0
6.54,63.3,0.0,596.0,,0.0,37.0
5.54,68.1,0.97,639.0,,0.0,43.0
19.7,14.1,0.0,206.0,,0.0,63.0
18.5,19.1,0.58,1040.0,,0.0,61.0
20.2,12.3,0.0,801.0,,0.0,64.0
18.9,17.7,0.57,237.0,,0.0,62.0
17.7,24.2,0.12,1210.0,,0.0,56.0
20.2,15.7,0.2,931.0,,0.0,61.0
16.9,29.2,0.13,331.0,,0.0,68.0
14.6,37.0,0.14,392.0,,0.0,61.0
17.1,27.6,0.0,1330.0,,0.0,52.0
14.5,38.3,0.28,1690.0,,0.0,57.0
20.4,16.9,0.0,978.0,,0.0,58.0
17.6,28.6,0.46,330.0,,0.0,65.0
6.0,63.3,0.0,2480.0,,0.0,32.0
5.16,67.3,0.0,2620.0,,0.0,27.0
31.3,34.4,1.4,449.0,0.0,0.0,1500.0
37.0,41.8,1.43,541.0,0.0,0.0,1030.0
11.7,28.4,2.0,1300.0,,0.0,682.0
26.0,11.1,0.0,211.0,,0.0,53.0
20.6,8.55,0.0,165.0,,0.0,52.0
25.7,12.4,0.0,925.0,,0.0,50.0
20.6,9.51,0.0,174.0,,0.0,51.0
26.4,9.78,0.0,841.0,,0.0,56.0
20.6,7.68,0.0,157.0,,0.0,53.0
21.3,5.63,0.0,592.0,,0.0,54.0
26.3,9.73,0.0,193.0,,0.0,54.0
21.2,7.06,0.0,645.0,,0.0,54.0
27.2,6.95,0.0,179.0,,0.0,58.0
21.3,4.21,0.0,540.0,,0.0,54.0
29.4,12.0,0.0,231.0,0.0,0.0,377.0
21.5,5.11,0.0,552.0,,0.0,83.0
20.3,9.29,0.0,165.0,,0.0,80.0
20.2,9.86,0.0,169.0,,0.0,79.0
20.6,8.45,0.0,158.0,,0.0,82.0
21.3,5.75,0.0,137.0,,0.0,82.0
21.7,4.14,0.0,520.0,,0.0,85.0
32.9,8.01,0.0,213.0,,0.0,54.0
32.2,9.24,0.0,924.0,,0.0,52.0
33.6,6.77,0.0,856.0,,0.0,57.0
28.8,18.4,0.0,1210.0,,0.0,48.0
17.9,22.2,0.0,277.0,,0.0,59.0
28.7,19.5,0.0,1250.0,,0.0,46.0
18.1,22.2,0.12,1160.0,,0.0,61.0
29.0,17.4,0.0,1170.0,,0.0,49.0
17.8,22.2,0.0,276.0,,0.0,58.0
33.3,6.99,0.0,858.0,,0.0,54.0
32.6,8.07,0.0,212.0,,0.0,52.0
33.9,5.92,0.0,198.0,,0.0,56.0
33.2,6.0,0.0,819.0,,0.0,54.0
21.6,3.84,0.0,127.0,,0.0,74.0
33.1,6.79,0.0,848.0,,0.0,53.0
21.7,4.06,0.0,541.0,,0.0,75.0
33.2,5.21,0.0,189.0,,0.0,55.0
21.4,3.61,0.0,124.0,,0.0,76.0
23.5,28.5,0.0,358.0,,0.0,68.0
24.4,27.2,0.0,349.0,,0.0,69.0
17.6,21.0,0.59,267.0,,0.0,72.0
28.0,13.8,0.0,244.0,,0.0,77.0
26.8,19.5,0.0,291.0,,0.0,65.0
25.8,24.5,0.0,331.0,,0.0,64.0
18.4,19.1,0.56,1060.0,,0.0,69.0
20.7,7.37,0.6,658.0,,0.0,79.0
29.8,10.1,0.0,218.0,,0.0,70.0
1.14,0.22,0.04,7.0,0.0,0.0,372.0
17.3,24.0,0.0,291.0,,0.0,59.0
17.5,22.6,0.0,278.0,,0.0,59.0
20.2,4.42,1.86,133.0,,0.0,1260.0
27.7,20.6,0.0,1240.0,,0.0,65.0
19.0,14.3,0.0,205.0,,0.0,77.0
27.2,21.6,0.0,303.0,,0.0,65.0
18.9,15.0,0.0,880.0,,0.0,76.0
28.5,19.0,0.0,1190.0,,0.0,66.0
19.1,13.3,0.0,196.0,,0.0,77.0
31.4,11.4,0.0,956.0,,0.0,69.0
21.0,6.95,0.0,146.0,,0.0,82.0
31.0,12.2,0.0,978.0,,0.0,69.0
20.9,7.67,0.0,152.0,,0.0,81.0
32.1,10.2,0.0,221.0,,0.0,70.0
21.1,5.89,0.0,575.0,,0.0,82.0
24.6,15.3,0.0,236.0,,0.0,76.0
19.2,11.5,0.0,753.0,,0.0,81.0
24.5,15.9,0.0,1010.0,,0.0,75.0
19.1,12.0,0.0,185.0,,0.0,80.0
24.9,14.4,0.0,229.0,,0.0,76.0
19.2,10.7,0.0,724.0,,0.0,82.0
26.6,8.46,0.0,765.0,,0.0,80.0
20.6,6.01,0.0,137.0,,0.0,85.0
26.4,9.36,0.0,190.0,,0.0,79.0
20.7,6.21,0.0,580.0,,0.0,85.0
27.0,7.12,0.0,720.0,,0.0,81.0
20.5,5.71,0.0,133.0,,0.0,86.0
25.0,19.6,0.0,1160.0,,0.0,71.0
18.9,16.4,0.0,223.0,,0.0,66.0
25.0,20.4,0.0,283.0,,0.0,71.0
18.9,16.8,0.0,950.0,,0.0,66.0
25.0,18.6,0.0,1120.0,,0.0,70.0
18.9,15.6,0.0,216.0,,0.0,68.0
27.9,10.8,0.0,874.0,,0.0,75.0
21.3,7.56,0.0,153.0,,0.0,70.0
28.0,11.5,0.0,900.0,,0.0,75.0
21.3,8.29,0.0,160.0,,0.0,70.0
27.9,9.77,0.0,199.0,,0.0,74.0
21.3,6.47,0.0,600.0,,0.0,73.0
32.4,6.82,0.0,191.0,,0.0,67.0
21.8,4.48,0.16,535.0,,0.0,80.0
32.5,7.14,0.0,194.0,,0.0,65.0
21.6,4.81,0.12,545.0,,0.0,79.0
32.3,6.34,0.0,779.0,,0.0,68.0
21.9,3.99,0.21,124.0,,0.0,81.0
28.9,19.2,0.0,297.0,,0.0,47.0
29.2,17.6,0.0,1180.0,,0.0,48.0
30.1,19.2,0.0,1260.0,,0.0,50.0
19.2,18.0,0.0,244.0,,0.0,62.0
30.2,19.9,0.0,1290.0,,0.0,49.0
19.1,18.6,0.0,249.0,,0.0,63.0
30.0,18.5,0.0,1240.0,,0.0,50.0
